Unnamed: 0,id,mssv,ngaythi,url,loaixn,listening,speaking,reading,writing,tongdiem,lydo,trangthai,ngayxl,column0,Column1,Column2,nam
2283,845.0,6F8DB121XPvAibaEXe9drMWeKYE4jLNaZvixTrt4,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522332/19522332_chungchi_IELTS_20190910135135.jpg,IELTS,,,,,,,1,2019-09-10 13:52:09,,,,
2284,846.0,C0A6A6C2XPvAibaEXe9t3AmSkf7FuRIVQ4M62HLZ,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522170/19522170_chungchi_IELTS_20190910142446.jpg,IELTS,,,,,,,1,2019-10-11 15:46:31,,,,
2299,863.0,9565948DXPvAibaEXe+4XPPXlKRz0F/32mG8IgsJ,2019-09-08,bangcap/15520922/15520922_bangcap_IELTS_20190916091835.jpg,IELTS,,,,,,,1,2019-09-25 15:14:23,,,,2019.0
2316,883.0,D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/17520137/17520137_chungchi_IELTS_20190923162649.jpg,IELTS,,,,,,,1,2019-10-11 15:47:00,,,,
2319,888.0,F6DEBE15XPvAibaEXe8X/UxhAbbOG3BxNNl+y4ZV,2018-08-02,bangcap/16521329/16521329_bangcap_IELTS_20190924224715.jpg,IELTS,,,,,,,1,2019-09-25 15:09:01,,,,2018.0
2321,890.0,1D2EBBF6XPvAibaEXe8Dld2HmzmH+pW99LMi9Yne,2019-05-23,bangcap/17520679/17520679_bangcap_IELTS_20190926231811.jpg,IELTS,,,,,,,1,2019-10-22 12:06:36,,,,2019.0
2323,892.0,8C5539D1XPvAibaEXe8nuCevWXzMu3a4xLooAe9F,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520766/18520766_chungchi_IELTS_20191001081231.jpg,IELTS,,,,,,,1,2019-10-11 15:46:05,,,,
2330,900.0,4443C8E2XPvAibaEXe/Ae0QceO7lRDgn/x2Wf2Os,2017-04-22,bangcap/17521085/17521085_bangcap_IELTS_20191014172130.jpg,IELTS,,,,,,Chứng chỉ quá hạn,-1,2019-10-22 11:53:41,,,,2017.0
2332,902.0,047B5CA3XPvAibaEXe8c53vaOKMxC239GQMYdXlR,2019-09-28,bangcap/14520764/14520764_bangcap_IELTS_20191017120347.jpeg,IELTS,,,,,,,1,2019-10-22 11:50:21,,,,2019.0
2333,903.0,48452E85XPvAibaEXe+SI2uhC5CMEdFHpnGbDn+D,2019-01-22,bangcap/16521492/16521492_bangcap_IELTS_20191017221447.jpg,IELTS,,,,,,,1,2019-10-22 11:48:33,,,,2019.0
2335,905.0,F5673015XPvAibaEXe86jqvsmOoL9gz0xQ3iVB/D,2019-01-17,bangcap/16520430/16520430_bangcap_IELTS_20191023104839.jpg,IELTS,,,,,,,1,2019-11-05 10:31:26,,,,2019.0
2362,943.0,3D7B4DFBXPvAibaEXe//eUaw4J38K0EmakY/MxcV,2019-10-26,bangcap/15520043/15520043_bangcap_IELTS_20191127124012.jpg,IELTS,,,,,6.0,,1,2019-12-02 14:19:08,,,,2019.0
2372,955.0,EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,2018-11-10,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522051/19522051_chungchi_IELTS_20191202142042.jpg,IELTS,,,,,6.0,,1,2020-01-03 14:20:13,,,,2018.0
2392,977.0,28745714XPvAibaEXe/el9TRAKM7gfOI2Nkj3YTT,2019-10-26,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522115/19522115_chungchi_IELTS_20191206152515.jpg,IELTS,,,,,5.5,,1,2020-01-03 14:21:20,,,,2019.0
2426,1014.0,A941376AXPvAibaEXe9YXJ3+ew7OHNnc0YOaDNol,2019-12-07,bangcap/15520837/15520837_bangcap_IELTS_20191226234759.jpg,IELTS,,,,,7.0,,1,2020-01-03 14:22:49,,,,2019.0
2432,1020.0,67CF304EXPvAibaEXe8rZ8NuCiCoOeBPZMKpSl6p,2019-09-28,bangcap/19521557/19521557_bangcap_IELTS_20200107080016.jpg,IELTS,,,,,6.0,,1,2020-03-24 13:41:00,,,,2019.0
2454,1053.0,37C25979XPvAibaEXe99J3nD1pBZIm2autJRlxRN,2019-12-14,bangcap/15520018/15520018_bangcap_IELTS_20200228181141.jpg,IELTS,,,,,4.5,,1,2020-03-24 13:39:27,,,,2019.0
